12;;12;5/3/2016 8:47 AM;C/In;OverTime In;FOT;
12;;12;5/3/2016 5:59 PM;C/Out;OverTime Out;FOT;
12;;12;5/4/2016 9:29 AM;C/In;OverTime In;FOT;
12;;12;5/4/2016 5:37 PM;C/Out;OverTime Out;FOT;
12;;12;5/5/2016 9:14 AM;C/In;OverTime In;FOT;
12;;12;5/5/2016 6:07 PM;C/Out;OverTime Out;FOT;
12;;12;5/8/2016 9:20 AM;C/In;OverTime In;FOT;
12;;12;5/8/2016 6:13 PM;C/Out;OverTime Out;FOT;
12;;12;5/9/2016 9:13 AM;C/In;OverTime In;FOT;
12;;12;5/9/2016 5:46 PM;C/Out;OverTime Out;FOT;
12;;12;5/10/2016 9:18 AM;C/In;OverTime In;FOT;
12;;12;5/10/2016 6:25 PM;C/Out;OverTime Out;FOT;
12;;12;5/11/2016 9:07 AM;C/In;OverTime In;FOT;
12;;12;5/11/2016 6:45 PM;C/Out;OverTime Out;FOT;
12;;12;5/12/2016 9:16 AM;C/In;OverTime In;FOT;
12;;12;5/12/2016 5:53 PM;C/Out;OverTime Out;FOT;
12;;12;5/15/2016 8:58 AM;C/In;OverTime In;FOT;
12;;12;5/15/2016 5:56 PM;C/Out;OverTime Out;FOT;
12;;12;5/16/2016 9:41 AM;C/In;OverTime In;FOT;
12;;12;5/16/2016 5:16 PM;C/Out;OverTime Out;FOT;
12;;12;5/17/2016 9:27 AM;C/In;OverTime In;FOT;
12;;12;5/17/2016 6:23 PM;C/Out;OverTime Out;FOT;
12;;12;5/18/2016 9:31 AM;C/In;OverTime In;FOT;
12;;12;5/18/2016 5:59 PM;C/Out;OverTime Out;FOT;
12;;12;5/21/2016 9:31 AM;C/In;OverTime In;FOT;
12;;12;5/21/2016 5:41 PM;C/Out;OverTime Out;FOT;
12;;12;5/22/2016 9:33 AM;C/In;OverTime In;FOT;
12;;12;5/22/2016 5:37 PM;C/Out;OverTime Out;FOT;
12;;12;5/22/2016 7:12 PM;C/Out;;Invalid;
12;;12;5/23/2016 9:43 AM;C/In;OverTime In;FOT;
12;;12;5/23/2016 5:58 PM;C/Out;OverTime Out;FOT;
12;;12;5/24/2016 9:14 AM;C/In;OverTime In;FOT;
12;;12;5/24/2016 7:02 PM;C/Out;OverTime Out;FOT;
12;;12;5/25/2016 9:27 AM;C/In;OverTime In;FOT;
12;;12;5/25/2016 6:11 PM;C/Out;OverTime Out;FOT;
12;;12;5/26/2016 9:17 AM;C/In;OverTime In;FOT;
12;;12;5/26/2016 5:43 PM;C/Out;OverTime Out;FOT;
12;;12;5/29/2016 9:39 AM;C/In;OverTime In;FOT;
12;;12;5/29/2016 6:34 PM;C/Out;OverTime Out;FOT;
12;;12;5/30/2016 9:06 AM;C/In;OverTime In;FOT;
12;;12;5/30/2016 6:02 PM;C/Out;OverTime Out;FOT;
12;;12;5/31/2016 9:21 AM;C/In;;Invalid;
13;;13;5/3/2016 9:53 AM;C/In;OverTime In;FOT;
13;;13;5/3/2016 5:23 PM;C/Out;OverTime Out;FOT;
13;;13;5/4/2016 9:17 AM;C/In;OverTime In;FOT;
13;;13;5/4/2016 5:46 PM;C/Out;OverTime Out;FOT;
13;;13;5/5/2016 9:15 AM;C/In;OverTime In;FOT;
13;;13;5/5/2016 5:17 PM;C/Out;OverTime Out;FOT;
13;;13;5/8/2016 9:13 AM;C/In;OverTime In;FOT;
13;;13;5/8/2016 5:35 PM;C/Out;OverTime Out;FOT;
13;;13;5/8/2016 5:46 PM;C/Out;;Invalid;
13;;13;5/9/2016 9:19 AM;C/In;OverTime In;FOT;
13;;13;5/9/2016 5:14 PM;C/Out;OverTime Out;FOT;
13;;13;5/10/2016 9:22 AM;C/In;OverTime In;FOT;
13;;13;5/10/2016 5:41 PM;C/Out;OverTime Out;FOT;
13;;13;5/11/2016 9:09 AM;C/In;OverTime In;FOT;
13;;13;5/11/2016 4:09 PM;C/Out;OverTime Out;FOT;
13;;13;5/15/2016 9:22 AM;C/In;OverTime In;FOT;
13;;13;5/15/2016 5:19 PM;C/Out;OverTime Out;FOT;
13;;13;5/16/2016 9:25 AM;C/In;OverTime In;FOT;
13;;13;5/16/2016 5:24 PM;C/Out;OverTime Out;FOT;
13;;13;5/17/2016 9:22 AM;C/In;OverTime In;FOT;
13;;13;5/17/2016 5:18 PM;C/In;OverTime Out;FOT;
13;;13;5/17/2016 5:18 PM;C/Out;;Invalid;
13;;13;5/18/2016 9:14 AM;C/In;OverTime In;FOT;
13;;13;5/18/2016 5:25 PM;C/Out;OverTime Out;FOT;
13;;13;5/19/2016 9:15 AM;C/In;OverTime In;FOT;
13;;13;5/19/2016 1:59 PM;C/Out;OverTime Out;FOT;
13;;13;5/22/2016 9:09 AM;C/In;OverTime In;FOT;
13;;13;5/22/2016 5:28 PM;C/Out;OverTime Out;FOT;
13;;13;5/23/2016 9:17 AM;C/In;OverTime In;FOT;
13;;13;5/23/2016 5:31 PM;C/Out;OverTime Out;FOT;
13;;13;5/24/2016 9:13 AM;C/In;OverTime In;FOT;
13;;13;5/24/2016 5:29 PM;C/Out;OverTime Out;FOT;
13;;13;5/25/2016 9:26 AM;C/In;OverTime In;FOT;
13;;13;5/25/2016 5:23 PM;C/Out;OverTime Out;FOT;
13;;13;5/26/2016 9:14 AM;C/In;OverTime In;FOT;
13;;13;5/26/2016 5:27 PM;C/Out;OverTime Out;FOT;
13;;13;5/29/2016 9:14 AM;C/In;OverTime In;FOT;
13;;13;5/29/2016 5:29 PM;C/Out;OverTime Out;FOT;
13;;13;5/30/2016 9:26 AM;C/In;OverTime In;FOT;
13;;13;5/30/2016 5:38 PM;C/Out;OverTime Out;FOT;
13;;13;5/31/2016 9:14 AM;C/In;;Invalid;
30;;30;5/3/2016 10:51 AM;C/In;OverTime In;FOT;
30;;30;5/3/2016 6:54 PM;C/Out;OverTime Out;FOT;
30;;30;5/4/2016 9:11 AM;C/In;OverTime In;FOT;
30;;30;5/4/2016 6:25 PM;C/Out;OverTime Out;FOT;
30;;30;5/5/2016 8:33 AM;C/In;OverTime In;FOT;
30;;30;5/5/2016 3:24 PM;C/Out;OverTime Out;FOT;
30;;30;5/8/2016 10:13 AM;C/In;OverTime In;FOT;
