10;;10;1/26/2017 22:19;C/Out;;Invalid
12;;12;1/1/2017 9:04;C/In;OverTime In;FOT
12;;12;1/1/2017 18:31;C/Out;OverTime Out;FOT
12;;12;1/2/2017 9:35;C/In;OverTime In;FOT
12;;12;1/2/2017 18:12;C/Out;OverTime Out;FOT
12;;12;1/3/2017 9:32;C/In;OverTime In;FOT
12;;12;1/3/2017 17:23;C/Out;OverTime Out;FOT
12;;12;1/5/2017 9:33;C/In;OverTime In;FOT
12;;12;1/5/2017 17:32;C/Out;OverTime Out;FOT
12;;12;1/7/2017 9:43;C/In;OverTime In;FOT
12;;12;1/7/2017 18:28;C/Out;OverTime Out;FOT
12;;12;1/7/2017 18:34;C/Out;;Invalid
12;;12;1/8/2017 9:36;C/In;OverTime In;FOT
12;;12;1/8/2017 18:40;C/Out;OverTime Out;FOT
12;;12;1/9/2017 9:47;C/In;OverTime In;FOT
12;;12;1/9/2017 18:38;C/Out;OverTime Out;FOT
12;;12;1/10/2017 9:55;C/In;OverTime In;FOT
12;;12;1/10/2017 17:32;C/Out;OverTime Out;FOT
12;;12;1/11/2017 9:37;C/In;OverTime In;FOT
12;;12;1/11/2017 17:39;C/Out;OverTime Out;FOT
12;;12;1/12/2017 9:47;C/In;OverTime In;FOT
12;;12;1/12/2017 19:00;C/Out;OverTime Out;FOT
12;;12;1/15/2017 9:46;C/In;OverTime In;FOT
12;;12;1/15/2017 19:06;C/Out;OverTime Out;FOT
12;;12;1/16/2017 9:11;C/In;OverTime In;FOT
12;;12;1/16/2017 19:17;C/Out;OverTime Out;FOT
12;;12;1/17/2017 9:53;C/In;OverTime In;FOT
12;;12;1/17/2017 19:05;C/Out;OverTime Out;FOT
12;;12;1/18/2017 9:10;C/In;OverTime In;FOT
12;;12;1/18/2017 19:07;C/Out;OverTime Out;FOT
12;;12;1/19/2017 8:54;C/In;OverTime In;FOT
12;;12;1/19/2017 19:23;C/Out;OverTime Out;FOT
12;;12;1/22/2017 9:34;C/In;OverTime In;FOT
12;;12;1/22/2017 18:11;C/Out;OverTime Out;FOT
12;;12;1/23/2017 9:29;C/In;OverTime In;FOT
12;;12;1/23/2017 18:13;C/Out;OverTime Out;FOT
12;;12;1/24/2017 9:44;C/In;OverTime In;FOT
12;;12;1/24/2017 18:28;C/Out;OverTime Out;FOT
12;;12;1/25/2017 9:05;C/In;OverTime In;FOT
12;;12;1/25/2017 17:48;C/Out;OverTime Out;FOT
12;;12;1/26/2017 8:45;C/In;OverTime In;FOT
12;;12;1/26/2017 18:27;C/Out;OverTime Out;FOT
12;;12;1/29/2017 9:04;C/In;OverTime In;FOT
12;;12;1/29/2017 18:39;C/Out;OverTime Out;FOT
12;;12;1/31/2017 8:54;C/In;OverTime In;FOT
12;;12;1/31/2017 19:27;C/Out;OverTime Out;FOT
13;;13;1/1/2017 8:57;C/In;OverTime In;FOT
13;;13;1/1/2017 16:59;C/Out;OverTime Out;FOT
13;;13;1/2/2017 9:24;C/In;OverTime In;FOT
13;;13;1/2/2017 17:18;C/Out;OverTime Out;FOT
13;;13;1/3/2017 9:29;C/In;OverTime In;FOT
13;;13;1/3/2017 17:20;C/Out;OverTime Out;FOT
13;;13;1/4/2017 9:29;C/In;OverTime In;FOT
13;;13;1/4/2017 17:01;C/In;OverTime Out;FOT
13;;13;1/5/2017 9:37;C/In;OverTime In;FOT
13;;13;1/5/2017 17:02;C/Out;OverTime Out;FOT
13;;13;1/8/2017 17:06;C/Out;;Invalid
13;;13;1/9/2017 9:33;C/In;OverTime In;FOT
13;;13;1/9/2017 17:27;C/In;OverTime Out;FOT
13;;13;1/10/2017 9:24;C/In;OverTime In;FOT
13;;13;1/10/2017 17:03;C/Out;OverTime Out;FOT
13;;13;1/11/2017 9:36;C/In;OverTime In;FOT
13;;13;1/11/2017 17:27;C/Out;OverTime Out;FOT
13;;13;1/12/2017 9:46;C/In;OverTime In;FOT
13;;13;1/12/2017 16:57;C/Out;OverTime Out;FOT
13;;13;1/15/2017 9:28;C/In;OverTime In;FOT
13;;13;1/15/2017 17:14;C/Out;OverTime Out;FOT
13;;13;1/16/2017 9:20;C/In;OverTime In;FOT
13;;13;1/16/2017 16:44;C/Out;OverTime Out;FOT
13;;13;1/17/2017 9:26;C/In;OverTime In;FOT
13;;13;1/17/2017 17:13;C/Out;OverTime Out;FOT
13;;13;1/18/2017 9:21;C/In;OverTime In;FOT
13;;13;1/18/2017 17:10;C/Out;OverTime Out;FOT
13;;13;1/19/2017 8:59;C/In;OverTime In;FOT
13;;13;1/19/2017 15:47;C/Out;OverTime Out;FOT
13;;13;1/22/2017 9:28;C/In;OverTime In;FOT
13;;13;1/22/2017 17:25;C/Out;OverTime Out;FOT
13;;13;1/23/2017 9:41;C/In;OverTime In;FOT
13;;13;1/23/2017 17:15;C/In;OverTime Out;FOT
13;;13;1/24/2017 9:26;C/In;OverTime In;FOT
13;;13;1/24/2017 17:08;C/Out;OverTime Out;FOT
13;;13;1/25/2017 9:37;C/In;OverTime In;FOT
13;;13;1/25/2017 15:47;C/Out;OverTime Out;FOT
13;;13;1/29/2017 9:19;C/In;OverTime In;FOT
13;;13;1/29/2017 17:12;C/Out;OverTime Out;FOT
13;;13;1/30/2017 9:16;C/In;OverTime In;FOT
13;;13;1/30/2017 17:10;C/Out;OverTime Out;FOT
13;;13;1/31/2017 9:10;C/In;OverTime In;FOT
13;;13;1/31/2017 17:13;C/Out;OverTime Out;FOT
36;;36;1/1/2017 9:46;C/In;OverTime In;FOT
36;;36;1/1/2017 16:38;C/Out;OverTime Out;FOT
36;;36;1/2/2017 9:53;C/In;OverTime In;FOT
36;;36;1/2/2017 18:27;C/Out;OverTime Out;FOT
36;;36;1/3/2017 8:44;C/In;OverTime In;FOT
36;;36;1/3/2017 16:50;C/Out;OverTime Out;FOT
36;;36;1/5/2017 7:30;C/In;;Invalid
36;;36;1/5/2017 8:26;C/In;OverTime In;FOT
36;;36;1/5/2017 16:36;C/Out;OverTime Out;FOT
36;;36;1/10/2017 8:46;C/In;OverTime In;FOT
36;;36;1/10/2017 17:12;C/Out;OverTime Out;FOT
36;;36;1/11/2017 9:02;C/In;;Invalid
36;;36;1/11/2017 23:08;C/Out;;Invalid
36;;36;1/11/2017 23:16;C/Out;;Repeat
