12;;12;4/27/2016 9:29;C/In;;Invalid
13;;13;4/3/2016 9:23;C/In;OverTime In;FOT
13;;13;4/3/2016 17:19;C/Out;OverTime Out;FOT
13;;13;4/4/2016 9:32;C/In;OverTime In;FOT
13;;13;4/4/2016 17:35;C/Out;OverTime Out;FOT
13;;13;4/5/2016 9:18;C/In;OverTime In;FOT
13;;13;4/5/2016 17:01;C/Out;OverTime Out;FOT
13;;13;4/6/2016 9:17;C/In;OverTime In;FOT
13;;13;4/6/2016 17:08;C/Out;OverTime Out;FOT
13;;13;4/7/2016 9:15;C/In;OverTime In;FOT
13;;13;4/7/2016 17:09;C/Out;OverTime Out;FOT
13;;13;4/10/2016 9:36;C/In;OverTime In;FOT
13;;13;4/10/2016 18:18;C/Out;OverTime Out;FOT
13;;13;4/11/2016 9:30;C/In;OverTime In;FOT
13;;13;4/11/2016 17:13;C/Out;OverTime Out;FOT
13;;13;4/12/2016 9:34;C/In;OverTime In;FOT
13;;13;4/12/2016 17:22;C/Out;OverTime Out;FOT
13;;13;4/13/2016 9:28;C/In;OverTime In;FOT
13;;13;4/13/2016 18:38;C/Out;OverTime Out;FOT
13;;13;4/14/2016 9:35;C/In;OverTime In;FOT
13;;13;4/14/2016 17:25;C/Out;OverTime Out;FOT
13;;13;4/17/2016 9:18;C/In;OverTime In;FOT
13;;13;4/17/2016 18:15;C/Out;OverTime Out;FOT
13;;13;4/18/2016 9:28;C/In;OverTime In;FOT
13;;13;4/18/2016 18:22;C/Out;OverTime Out;FOT
13;;13;4/20/2016 9:17;C/In;OverTime In;FOT
13;;13;4/20/2016 17:25;C/Out;OverTime Out;FOT
13;;13;4/21/2016 9:21;C/In;;Invalid
13;;13;4/24/2016 9:17;C/In;OverTime In;FOT
13;;13;4/24/2016 18:19;C/Out;OverTime Out;FOT
13;;13;4/25/2016 9:29;C/In;OverTime In;FOT
13;;13;4/25/2016 16:57;C/Out;OverTime Out;FOT
13;;13;4/26/2016 9:27;C/In;OverTime In;FOT
13;;13;4/26/2016 17:02;C/Out;OverTime Out;FOT
13;;13;4/27/2016 9:15;C/In;;Invalid
30;;30;4/4/2016 10:25;C/In;OverTime In;FOT
30;;30;4/4/2016 18:53;C/Out;OverTime Out;FOT
30;;30;4/4/2016 18:53;C/Out;;Invalid
30;;30;4/5/2016 8:52;C/In;OverTime In;FOT
30;;30;4/5/2016 19:24;C/Out;OverTime Out;FOT
30;;30;4/6/2016 8:49;C/In;OverTime In;FOT
30;;30;4/6/2016 18:40;C/Out;OverTime Out;FOT
30;;30;4/7/2016 8:41;C/In;OverTime In;FOT
30;;30;4/7/2016 15:29;C/Out;OverTime Out;FOT
30;;30;4/10/2016 11:11;C/In;OverTime In;FOT
30;;30;4/10/2016 17:46;C/Out;OverTime Out;FOT
30;;30;4/11/2016 8:22;C/In;OverTime In;FOT
30;;30;4/11/2016 16:52;C/Out;OverTime Out;FOT
30;;30;4/12/2016 9:05;C/In;OverTime In;FOT
30;;30;4/12/2016 19:54;C/Out;OverTime Out;FOT
30;;30;4/13/2016 8:43;C/In;;Invalid
30;;30;4/13/2016 20:18;C/Out;;Invalid
30;;30;4/14/2016 8:59;C/In;OverTime In;FOT
30;;30;4/14/2016 15:09;C/Out;OverTime Out;FOT
30;;30;4/17/2016 10:39;C/In;OverTime In;FOT
30;;30;4/17/2016 20:26;C/Out;OverTime Out;FOT
30;;30;4/18/2016 8:48;C/In;OverTime In;FOT
30;;30;4/18/2016 18:01;C/Out;OverTime Out;FOT
30;;30;4/19/2016 8:45;C/In;;Invalid
30;;30;4/19/2016 20:21;C/Out;;Invalid
30;;30;4/20/2016 8:58;C/In;OverTime In;FOT
30;;30;4/20/2016 17:46;C/Out;OverTime Out;FOT
30;;30;4/21/2016 8:09;C/In;OverTime In;FOT
30;;30;4/21/2016 15:02;C/Out;OverTime Out;FOT
30;;30;4/24/2016 10:16;C/In;OverTime In;FOT
30;;30;4/24/2016 18:41;C/Out;OverTime Out;FOT
30;;30;4/25/2016 8:45;C/In;OverTime In;FOT
30;;30;4/25/2016 17:17;C/Out;OverTime Out;FOT
30;;30;4/26/2016 8:39;C/In;OverTime In;FOT
30;;30;4/26/2016 19:08;C/Out;OverTime Out;FOT
30;;30;4/27/2016 9:09;C/In;;Invalid
36;;36;4/3/2016 10:31;C/In;OverTime In;FOT
36;;36;4/3/2016 19:57;C/Out;OverTime Out;FOT
36;;36;4/4/2016 10:17;C/In;OverTime In;FOT
36;;36;4/4/2016 19:31;C/Out;OverTime Out;FOT
36;;36;4/5/2016 10:31;C/In;OverTime In;FOT
36;;36;4/5/2016 19:43;C/Out;OverTime Out;FOT
36;;36;4/6/2016 6:31;C/In;;Invalid
36;;36;4/6/2016 17:51;C/Out;;Invalid
36;;36;4/7/2016 10:44;C/In;;Repeat
36;;36;4/7/2016 10:48;C/In;OverTime In;FOT
36;;36;4/7/2016 15:06;C/Out;OverTime Out;FOT
36;;36;4/10/2016 9:33;C/In;OverTime In;FOT
36;;36;4/10/2016 20:07;C/Out;OverTime Out;FOT
36;;36;4/11/2016 11:05;C/In;OverTime In;FOT
36;;36;4/11/2016 20:52;C/Out;OverTime Out;FOT
36;;36;4/11/2016 20:53;C/Out;;Invalid
36;;36;4/12/2016 10:27;C/In;OverTime In;FOT
36;;36;4/12/2016 20:42;C/Out;OverTime Out;FOT
36;;36;4/13/2016 10:27;C/In;OverTime In;FOT
36;;36;4/13/2016 20:44;C/Out;OverTime Out;FOT
36;;36;4/14/2016 0:05;C/In;OverTime In;FOT
36;;36;4/14/2016 7:12;C/Out;OverTime Out;FOT
36;;36;4/17/2016 8:34;C/In;;Repeat
36;;36;4/17/2016 8:36;C/In;;Invalid
36;;36;4/17/2016 23:06;C/Out;;Repeat
36;;36;4/17/2016 23:10;C/Out;;Invalid
36;;36;4/18/2016 10:18;C/In;;Invalid
36;;36;4/18/2016 22:04;C/Out;;Invalid
36;;36;4/19/2016 10:35;C/In;;Invalid
36;;36;4/19/2016 23:03;C/Out;;Invalid
36;;36;4/20/2016 10:21;C/In;;Invalid
36;;36;4/20/2016 21:56;C/Out;;Invalid
36;;36;4/21/2016 0:17;C/In;OverTime In;FOT
36;;36;4/21/2016 6:06;C/In;OverTime Out;FOT
36;;36;4/21/2016 6:06;C/Out;;Invalid
39;;39;4/3/2016 9:29;C/In;OverTime In;FOT
39;;39;4/3/2016 19:58;C/Out;OverTime Out;FOT
39;;39;4/4/2016 9:37;C/In;OverTime In;FOT
39;;39;4/4/2016 19:28;C/Out;OverTime Out;FOT
39;;39;4/5/2016 9:25;C/In;OverTime In;FOT
39;;39;4/5/2016 20:20;C/Out;OverTime Out;FOT
39;;39;4/6/2016 9:39;C/In;OverTime In;FOT
39;;39;4/6/2016 18:21;C/Out;OverTime Out;FOT
39;;39;4/7/2016 8:55;C/In;OverTime In;FOT
39;;39;4/7/2016 15:06;C/Out;OverTime Out;FOT
39;;39;4/11/2016 9:02;C/In;;Invalid
39;;39;4/11/2016 20:50;C/Out;;Invalid
39;;39;4/12/2016 8:47;C/Out;;Repeat
39;;39;4/12/2016 8:49;C/In;;Invalid
39;;39;4/12/2016 20:42;C/Out;;Invalid
39;;39;4/13/2016 9:42;C/In;;Invalid
39;;39;4/13/2016 20:44;C/Out;;Invalid
39;;39;4/14/2016 0:06;C/In;OverTime In;FOT
39;;39;4/14/2016 7:12;C/Out;OverTime Out;FOT
39;;39;4/17/2016 9:17;C/In;;Invalid
39;;39;4/17/2016 23:06;C/Out;;Invalid
39;;39;4/18/2016 9:43;C/In;;Invalid
39;;39;4/18/2016 22:02;C/Out;;Invalid
39;;39;4/19/2016 9:19;C/In;;Invalid
39;;39;4/19/2016 23:03;C/Out;;Invalid
39;;39;4/20/2016 9:45;C/In;;Invalid
39;;39;4/20/2016 21:56;C/Out;;Invalid
39;;39;4/21/2016 0:09;C/In;OverTime In;FOT
39;;39;4/21/2016 6:13;C/Out;OverTime Out;FOT
39;;39;4/24/2016 9:35;C/In;OverTime In;FOT
39;;39;4/24/2016 18:41;C/Out;OverTime Out;FOT
39;;39;4/25/2016 9:00;C/In;OverTime In;FOT
39;;39;4/25/2016 17:16;C/Out;OverTime Out;FOT
39;;39;4/26/2016 9:23;C/In;OverTime In;FOT
39;;39;4/26/2016 19:07;C/Out;OverTime Out;FOT
39;;39;4/27/2016 9:17;C/In;;Invalid
40;;40;4/3/2016 10:51;C/In;OverTime In;FOT
40;;40;4/3/2016 18:39;C/Out;OverTime Out;FOT
40;;40;4/4/2016 10:41;C/In;OverTime In;FOT
40;;40;4/4/2016 18:02;C/Out;OverTime Out;FOT
40;;40;4/5/2016 9:31;C/In;OverTime In;FOT
40;;40;4/5/2016 19:06;C/Out;OverTime Out;FOT
40;;40;4/7/2016 11:37;C/In;OverTime In;FOT
40;;40;4/7/2016 17:38;C/Out;OverTime Out;FOT
40;;40;4/10/2016 11:13;C/In;OverTime In;FOT
40;;40;4/10/2016 18:42;C/Out;OverTime Out;FOT
43;;43;4/4/2016 8:33;C/In;OverTime In;FOT
43;;43;4/4/2016 16:22;C/Out;OverTime Out;FOT
43;;43;4/5/2016 7:53;C/Out;OverTime In;FOT
43;;43;4/5/2016 16:17;C/In;OverTime Out;FOT
43;;43;4/6/2016 7:39;C/In;OverTime In;FOT
43;;43;4/6/2016 16:25;C/Out;OverTime Out;FOT
43;;43;4/7/2016 7:40;C/In;OverTime In;FOT
43;;43;4/7/2016 16:01;C/Out;OverTime Out;FOT
43;;43;4/10/2016 8:13;C/In;OverTime In;FOT
43;;43;4/10/2016 16:46;C/Out;OverTime Out;FOT
43;;43;4/11/2016 8:07;C/In;OverTime In;FOT
43;;43;4/11/2016 16:35;C/Out;OverTime Out;FOT
43;;43;4/12/2016 7:25;C/Out;;Invalid
43;;43;4/12/2016 8:56;C/In;OverTime In;FOT
43;;43;4/12/2016 16:27;C/Out;OverTime Out;FOT
43;;43;4/13/2016 7:48;C/In;OverTime In;FOT
43;;43;4/13/2016 16:31;C/Out;OverTime Out;FOT
43;;43;4/14/2016 7:16;C/In;OverTime In;FOT
43;;43;4/14/2016 16:21;C/Out;OverTime Out;FOT
43;;43;4/17/2016 8:05;C/In;OverTime In;FOT
43;;43;4/17/2016 16:29;C/Out;OverTime Out;FOT
43;;43;4/18/2016 7:43;C/In;OverTime In;FOT
43;;43;4/18/2016 16:22;C/In;OverTime Out;FOT
43;;43;4/19/2016 7:58;C/Out;OverTime In;FOT
43;;43;4/19/2016 16:22;C/In;OverTime Out;FOT
43;;43;4/20/2016 7:39;C/In;OverTime In;FOT
43;;43;4/20/2016 16:21;C/Out;OverTime Out;FOT
43;;43;4/21/2016 7:21;C/In;OverTime In;FOT
43;;43;4/21/2016 15:12;C/Out;OverTime Out;FOT
43;;43;4/26/2016 7:08;C/In;OverTime In;FOT
43;;43;4/26/2016 16:19;C/Out;OverTime Out;FOT
43;;43;4/27/2016 7:50;C/In;;Invalid

