10;;10;7/28/2016 0:37;C/Out;;Invalid
12;;12;7/3/2016 10:06;C/In;OverTime In;FOT
12;;12;7/3/2016 17:09;C/Out;OverTime Out;FOT
12;;12;7/4/2016 10:11;C/In;OverTime In;FOT
12;;12;7/4/2016 17:00;C/Out;OverTime Out;FOT
12;;12;7/10/2016 9:04;C/In;OverTime In;FOT
12;;12;7/10/2016 18:07;C/Out;OverTime Out;FOT
12;;12;7/11/2016 9:01;C/In;OverTime In;FOT
12;;12;7/11/2016 18:47;C/Out;OverTime Out;FOT
12;;12;7/12/2016 9:11;C/In;OverTime In;FOT
12;;12;7/12/2016 18:27;C/Out;OverTime Out;FOT
12;;12;7/13/2016 9:07;C/In;OverTime In;FOT
12;;12;7/13/2016 19:23;C/Out;OverTime Out;FOT
12;;12;7/14/2016 9:15;C/In;OverTime In;FOT
12;;12;7/14/2016 19:07;C/Out;OverTime Out;FOT
12;;12;7/17/2016 9:11;C/In;OverTime In;FOT
12;;12;7/17/2016 17:41;C/Out;OverTime Out;FOT
12;;12;7/18/2016 9:27;C/In;OverTime In;FOT
12;;12;7/18/2016 18:32;C/Out;OverTime Out;FOT
12;;12;7/19/2016 9:45;C/In;OverTime In;FOT
12;;12;7/19/2016 18:11;C/Out;OverTime Out;FOT
12;;12;7/20/2016 9:35;C/In;OverTime In;FOT
12;;12;7/20/2016 18:27;C/Out;OverTime Out;FOT
12;;12;7/21/2016 9:30;C/In;OverTime In;FOT
12;;12;7/21/2016 17:14;C/Out;OverTime Out;FOT
12;;12;7/21/2016 17:26;C/Out;;Repeat
12;;12;7/21/2016 17:26;C/Out;;Invalid
12;;12;7/24/2016 9:20;C/In;OverTime In;FOT
12;;12;7/24/2016 18:28;C/Out;OverTime Out;FOT
12;;12;7/25/2016 9:23;C/In;OverTime In;FOT
12;;12;7/25/2016 18:32;C/Out;OverTime Out;FOT
12;;12;7/26/2016 9:10;C/In;OverTime In;FOT
12;;12;7/26/2016 18:28;C/Out;OverTime Out;FOT
12;;12;7/27/2016 9:43;C/In;OverTime In;FOT
12;;12;7/27/2016 18:25;C/Out;OverTime Out;FOT
12;;12;7/28/2016 9:16;C/In;OverTime In;FOT
12;;12;7/28/2016 17:16;C/Out;OverTime Out;FOT
12;;12;7/31/2016 9:18;C/In;OverTime In;FOT
12;;12;7/31/2016 18:47;C/Out;OverTime Out;FOT
12;;12;7/31/2016 18:49;C/Out;;Invalid
